title;link;id;stars;score;date
Gorus Maximus (NL);https://www.youtube.com/watch?v=JzQrOk3PJWU;JzQrOk3PJWU;;;09-03-2019
"De Top 5 ""Vergeten Bordspellen"" vanaf de Spellenbeurs in Hasselt";https://www.youtube.com/watch?v=GyT1OoneVH8;GyT1OoneVH8;;5;07-03-2019
Spellenbeurs Hasselt 2019 Interview: Carnavalo;https://www.youtube.com/watch?v=l1aApriP0ZQ;l1aApriP0ZQ;;8;07-03-2019
Spellenbeurs Hasselt 2019 Interview: Geronimo Games;https://www.youtube.com/watch?v=9tnu80WYdJQ;9tnu80WYdJQ;;;07-03-2019
Spellenbeurs Hasselt 2019 Interview: Curse of the Deathwatcher;https://www.youtube.com/watch?v=RXMDd7ZLy9E;RXMDd7ZLy9E;;;07-03-2019
Spellenbeurs Hasselt 2019 Interview: The Warp;https://www.youtube.com/watch?v=leAs2MKdyok;leAs2MKdyok;;;06-03-2019
Spellenbeurs Hasselt 2019 Interview: Cinnamon Games;https://www.youtube.com/watch?v=wMuMWcHKP-U;wMuMWcHKP-U;;;06-03-2019
Spellenbeurs Hasselt 2019 Interview: Wizards of Roygbiv;https://www.youtube.com/watch?v=yUjN6pstpww;yUjN6pstpww;;;05-03-2019
Spellenbeurs Hasselt 2019 Interview: Game Brewer;https://www.youtube.com/watch?v=CJHAKt9mn4Y;CJHAKt9mn4Y;;8;05-03-2019
Dead of Winter: Warring Colonies (NL);https://www.youtube.com/watch?v=YNGEkeTz9-k;YNGEkeTz9-k;;6;02-03-2019
Beach Cleaner (NL);https://www.youtube.com/watch?v=qbWkQ0Ny864;qbWkQ0Ny864;;8;01-03-2019
Nemesis (NL);https://www.youtube.com/watch?v=TIgJn6Jc4F4;TIgJn6Jc4F4;;;01-03-2019
Viral (NL);https://www.youtube.com/watch?v=LWQI-gp3oo0;LWQI-gp3oo0;;3;18-02-2019
Keyforge (NL);https://www.youtube.com/watch?v=hjjuA5nSkDg;hjjuA5nSkDg;;6;17-02-2019
North & South (NL);https://www.youtube.com/watch?v=kWt0m4Z_PFE;kWt0m4Z_PFE;;2;17-02-2019
Tiny Epic Zombies (NL);https://www.youtube.com/watch?v=OD0ULvZBLgI;OD0ULvZBLgI;;;15-02-2019
Mythic Battles: Pantheon (NL);https://www.youtube.com/watch?v=kQ8fat21W_4;kQ8fat21W_4;;8;14-02-2019
Bootleggers (NL);https://www.youtube.com/watch?v=wKKZY5-ZxDI;wKKZY5-ZxDI;;7;14-02-2019
Waste Knights: Second Edition (NL);https://www.youtube.com/watch?v=Cbn97F9FABc;Cbn97F9FABc;;8;01-02-2019
Star Wars: The Queen's Gambit (NL);https://www.youtube.com/watch?v=C31DQ8O3Itg;C31DQ8O3Itg;;;12-02-2019
Tiny Epic Defenders (NL);https://www.youtube.com/watch?v=DEh2Oh02jj8;DEh2Oh02jj8;;5;10-02-2019
City of Zombies (NL);https://www.youtube.com/watch?v=jkzumzyFgoY;jkzumzyFgoY;;6;09-02-2019
Dungeoneer: Vault of the Fiends (NL);https://www.youtube.com/watch?v=VdW37TrP3iQ;VdW37TrP3iQ;;4;08-02-2019
Unboxing Cuzco, Mexica & Tikal (NL);https://www.youtube.com/watch?v=rBpCUwKYKIg;rBpCUwKYKIg;;;29-01-2019
War of the Ring: Battles of the Third Age (NL);https://www.youtube.com/watch?v=EN5yeK3iH_E;EN5yeK3iH_E;;;28-01-2019
DreadBall: The Futuristic Sports Game (NL);https://www.youtube.com/watch?v=RNvbJhz1vHk;RNvbJhz1vHk;;;28-01-2019
Dwar7s Winter (NL);https://www.youtube.com/watch?v=AD_t9MKw7Sw;AD_t9MKw7Sw;;8;27-01-2019
The Capitals NL;https://www.youtube.com/watch?v=Ax08SArLKgE;Ax08SArLKgE;;5;27-01-2019
Fireball Island: The Curse of Vul-Kar (NL);https://www.youtube.com/watch?v=H9MkC2JXp3I;H9MkC2JXp3I;;6;27-01-2019
Deadline (NL);https://www.youtube.com/watch?v=R852rvzBhrI;R852rvzBhrI;;6;24-01-2019
Rise to Nobility (NL);https://www.youtube.com/watch?v=Oruc1_HW8bs;Oruc1_HW8bs;;7;21-01-2019
The Quest for El Dorado (NL);https://www.youtube.com/watch?v=j10duVd-7Zo;j10duVd-7Zo;;8;21-01-2019
Apocrypha (NL);https://www.youtube.com/watch?v=MzhgsNpLBLw;MzhgsNpLBLw;;5;20-01-2019
La Stanza (NL);https://www.youtube.com/watch?v=tAL5BjF3t_s;tAL5BjF3t_s;;8;13-01-2019
Alone (NL);https://www.youtube.com/watch?v=kU_h_d41Jsc;kU_h_d41Jsc;;8;11-01-2019
Heropath: Dragon Roar (NL);https://www.youtube.com/watch?v=v72Ni1cJshw;v72Ni1cJshw;;;10-01-2019
Orbis (NL);https://www.youtube.com/watch?v=0apDSYEH0aM;0apDSYEH0aM;;6;06-01-2019
Spirits of the Forest (NL);https://www.youtube.com/watch?v=0GSsZA7CjPc;0GSsZA7CjPc;;6;06-01-2019
Valda (NL);https://www.youtube.com/watch?v=iF51pnQv_xg;iF51pnQv_xg;;;06-01-2019
In de Ban van de Ring: Vrienden en Vijanden (NL);https://www.youtube.com/watch?v=AmECB0Uaj4Y;AmECB0Uaj4Y;;;29-12-2018
Folklore: The Affliction (NL);https://www.youtube.com/watch?v=zbjrzVphytQ;zbjrzVphytQ;;6;28-12-2018
The River (NL);https://www.youtube.com/watch?v=UbKdnIdRGOw;UbKdnIdRGOw;;8;27-12-2018
Gun Slinger: Last Man Standing (NL);https://www.youtube.com/watch?v=2H98twi5n3g;2H98twi5n3g;;8;27-12-2018
Gentes (NL);https://www.youtube.com/watch?v=LBVqH8eziT8;LBVqH8eziT8;;7;25-12-2018
Catan: De Legende van de Zeerovers (NL);https://www.youtube.com/watch?v=rvpMsClylbg;rvpMsClylbg;;;25-12-2018
Kitchen Rush (NL);https://www.youtube.com/watch?v=mF-s9aoH9_Q;mF-s9aoH9_Q;;7;18-12-2018
De Legenden van Andor: Bonusbox (NL);https://www.youtube.com/watch?v=nMY0vQTeepA;nMY0vQTeepA;;8;14-12-2018
Chronicles of Crime (NL);https://www.youtube.com/watch?v=vnysV2nehN4;vnysV2nehN4;;9;14-12-2018
Ravine (NL);https://www.youtube.com/watch?v=hDuiw719z7c;hDuiw719z7c;;8;13-12-2018
Deja Vu: Fragments of Memory  (NL);https://www.youtube.com/watch?v=QncugvLr4so;QncugvLr4so;;;13-12-2018
Exploding Kittens: Imploding Kittens (NL);https://www.youtube.com/watch?v=ubD_94v932k;ubD_94v932k;;8;12-12-2018
Bali: Temple of Shiva (NL);https://www.youtube.com/watch?v=5vef6s3Ty9w;5vef6s3Ty9w;;6;12-12-2018
Montana: Goldrush (NL);https://www.youtube.com/watch?v=bFYEUzBDwVk;bFYEUzBDwVk;;;12-12-2018
Pungi (NL);https://www.youtube.com/watch?v=CPvoybmpvKw;CPvoybmpvKw;;8;12-12-2018
Dice Hospital (NL);https://www.youtube.com/watch?v=vfWz2uxyfPQ;vfWz2uxyfPQ;;8;10-12-2018
Carcassonne Safari (NL);https://www.youtube.com/watch?v=3D4mBTjPReg;3D4mBTjPReg;;8;10-12-2018
Walnut Grove (NL);https://www.youtube.com/watch?v=6TUTsU4sVmc;6TUTsU4sVmc;;6;08-12-2018
Valeria: Card Kingdoms (NL);https://www.youtube.com/watch?v=ekXANCp2bLA;ekXANCp2bLA;;8;05-12-2018
Caesar & Cleopatra (NL);https://www.youtube.com/watch?v=KHz8cGgpBx8;KHz8cGgpBx8;;2;04-12-2018
Zura (NL);https://www.youtube.com/watch?v=JsJnfWNqOpE;JsJnfWNqOpE;;6;04-12-2018
Carpe Diem (NL);https://www.youtube.com/watch?v=zBcNujrZsA8;zBcNujrZsA8;;;04-12-2018
Indian Summer (NL);https://www.youtube.com/watch?v=Z4lUqDef9fQ;Z4lUqDef9fQ;;6;02-12-2018
The Epic Story of Blank & Blank (NL);https://www.youtube.com/watch?v=JpI74wkCM28;JpI74wkCM28;;7;30-11-2018
4 Seasons (NL);https://www.youtube.com/watch?v=92LOtZSojQQ;92LOtZSojQQ;;8;30-11-2018
My Little Scythe (NL) - Spellenzolder Welpjes;https://www.youtube.com/watch?v=4xDoGm5HumQ;4xDoGm5HumQ;;8;29-11-2018
Star Wars Legion (NL);https://www.youtube.com/watch?v=x0XgkTikyWU;x0XgkTikyWU;;8;27-11-2018
Cacao Uitbreiding 2: Diamante (NL);https://www.youtube.com/watch?v=LZHjjMUGoLo;LZHjjMUGoLo;;;23-11-2018
Cacao Uitbreiding 1: Chocolatl (NL);https://www.youtube.com/watch?v=0V55Gyjwq88;0V55Gyjwq88;;;23-11-2018
De Kwakzalvers van Kakelenburg (NL);https://www.youtube.com/watch?v=8-EXQSKeRW4;8-EXQSKeRW4;;7;18-11-2018
Droomhuis: Zonnelaan 156 (NL);https://www.youtube.com/watch?v=YjSz8FWxXno;YjSz8FWxXno;;;17-11-2018
"Nox' Spellenzolder Top 5 ""Twee Spelers"" - 2018";https://www.youtube.com/watch?v=Otib-nFpQ0s;Otib-nFpQ0s;;8;16-11-2018
Nox' Spellenzolder Top 10 - 2018;https://www.youtube.com/watch?v=fMHPe_DCBV8;fMHPe_DCBV8;;8;09-11-2018
Spellenfestival Genk 2018 - Interview Asmodee Belgie;https://www.youtube.com/watch?v=duhjzYNpvTo;duhjzYNpvTo;;;08-11-2018
Party Animals (NL);https://www.youtube.com/watch?v=9ZyYBJUGBRM;9ZyYBJUGBRM;;5;08-11-2018
Claim 2 (NL);https://www.youtube.com/watch?v=hE8IwHSdTeg;hE8IwHSdTeg;;8;08-11-2018
Ex Libris (NL);https://www.youtube.com/watch?v=SKd_S-PUvys;SKd_S-PUvys;;6;07-11-2018
Recycle (NL);https://www.youtube.com/watch?v=ErfzLIAcPKE;ErfzLIAcPKE;;;07-11-2018
Dead Men Tell No Tales (NL);https://www.youtube.com/watch?v=teaApkhfWkQ;teaApkhfWkQ;;4;07-11-2018
Dice Throne - Season One (NL);https://www.youtube.com/watch?v=1HEupqND7Zk;1HEupqND7Zk;2;4;06-11-2018
Discover Lands Unknown (NL);https://www.youtube.com/watch?v=j4eYFpAAqY8;j4eYFpAAqY8;;7;06-11-2018
Bokken Schieten (NL);https://www.youtube.com/watch?v=bDsNSabKizY;bDsNSabKizY;;8;05-11-2018
Saboteur: De Verloren Mijnen (NL);https://www.youtube.com/watch?v=BDZEpkSmckY;BDZEpkSmckY;;7;05-11-2018
Gùgōng (NL);https://www.youtube.com/watch?v=ug-13iqVrls;ug-13iqVrls;;4;05-11-2018
Imperial Settlers: Azteken (NL);https://www.youtube.com/watch?v=rqPlsgRAweg;rqPlsgRAweg;;;28-10-2018
Broom Service (NL);https://www.youtube.com/watch?v=47Ja-Cs4tj8;47Ja-Cs4tj8;;7;28-10-2018
Legacy of Dragonholt (NL);https://www.youtube.com/watch?v=fbl-U3DHyuo;fbl-U3DHyuo;;8;28-10-2018
Spring Meadow (NL);https://www.youtube.com/watch?v=2UU5YvslaYY;2UU5YvslaYY;;;25-10-2018
Party Bugs (NL);https://www.youtube.com/watch?v=Yaz41fbmR4Y;Yaz41fbmR4Y;;6;24-10-2018
Hotshots (NL);https://www.youtube.com/watch?v=U5Aad7pdZMA;U5Aad7pdZMA;;;23-10-2018
Muse (NL);https://www.youtube.com/watch?v=l3Dlr5dG_9I;l3Dlr5dG_9I;;;20-10-2018
Professor Evil en de Toren van Tijd (NL);https://www.youtube.com/watch?v=tcOnis2Zvqg;tcOnis2Zvqg;;3;19-10-2018
Above and Below (NL);https://www.youtube.com/watch?v=raAosItrFp0;raAosItrFp0;;7;19-10-2018
Multi Playing Cards (NL);https://www.youtube.com/watch?v=gJBTGH-pYB8;gJBTGH-pYB8;;;19-10-2018
Fold It (NL);https://www.youtube.com/watch?v=bKTeGwy6EGg;bKTeGwy6EGg;;;19-10-2018
Pandemic Rising Tide (NL);https://www.youtube.com/watch?v=uknN7tNEevU;uknN7tNEevU;;;15-10-2018
Fairy Tile (NL);https://www.youtube.com/watch?v=Rlrm1HF9S3k;Rlrm1HF9S3k;;6;13-10-2018
Raja's Van De Ganges (NL);https://www.youtube.com/watch?v=QvbvtgyE2Rw;QvbvtgyE2Rw;;6;10-10-2018
The Climbers (NL);https://www.youtube.com/watch?v=IQgsBFaxPnE;IQgsBFaxPnE;;6;10-10-2018
Manhattan (NL);https://www.youtube.com/watch?v=i-8-cLZq9JM;i-8-cLZq9JM;;;10-10-2018
Luxor (NL);https://www.youtube.com/watch?v=Lh_5UpxtnYc;Lh_5UpxtnYc;;8;07-10-2018
Chartered: The Golden Age N(L);https://www.youtube.com/watch?v=yCKPYckY9u0;yCKPYckY9u0;;3;18-07-2018
Paco Sako (NL);https://www.youtube.com/watch?v=QoOd1UTrzDY;QoOd1UTrzDY;;3;20-08-2017
Nessos (NL);https://www.youtube.com/watch?v=4zq6z5SnL3w;4zq6z5SnL3w;;;06-10-2018
Spellenfestival 2018;https://www.youtube.com/watch?v=K9DjVKYoY00;K9DjVKYoY00;;;01-10-2018
Nederlandse Spellenprijs Nominatie 2018 - Paco Ŝako;https://www.youtube.com/watch?v=UQiISQ_q2GI;UQiISQ_q2GI;;;24-09-2018
Nederlandse Spellenprijs Nominatie 2018 - Azul;https://www.youtube.com/watch?v=dsVwN4oD2W4;dsVwN4oD2W4;;;27-09-2018
Nederlandse Spellenprijs Nominatie 2018 -  Luxor;https://www.youtube.com/watch?v=8aMtN61Pltc;8aMtN61Pltc;;;27-09-2018
Nederlandse Spellenprijs Nominatie 2018 - The Mind;https://www.youtube.com/watch?v=zsLahvMEPOY;zsLahvMEPOY;;;27-09-2018
Nederlandse Spellenprijs Nominatie 2018 - Chimera Station;https://www.youtube.com/watch?v=DvC-9VmpN5w;DvC-9VmpN5w;;;27-09-2018
Nederlandse Spellenprijs Nominatie 2018 - Gaia Project;https://www.youtube.com/watch?v=HQkcSUcA-Fw;HQkcSUcA-Fw;;;27-09-2018
Heroes of Tenefyr (NL);https://www.youtube.com/watch?v=ttmhDCgsBBo;ttmhDCgsBBo;;8;05-09-2018
Noorderspel 2018;https://www.youtube.com/watch?v=niQx1rKzM0o;niQx1rKzM0o;;;23-09-2018
Bang! - Het Dobbelspel (NL);https://www.youtube.com/watch?v=K0bQgfzDqOc;K0bQgfzDqOc;;;17-09-2018
Mechs vs Minions (NL);https://www.youtube.com/watch?v=qa8qWmA1lWY;qa8qWmA1lWY;;7;17-09-2018
Detective: A Modern Crime Board Game (NL);https://www.youtube.com/watch?v=WzMpmvzMxN0;WzMpmvzMxN0;;9;17-09-2018
Alles aan Boord?! (NL);https://www.youtube.com/watch?v=aoj0wW8NKQo;aoj0wW8NKQo;;8;15-09-2018
Valhalla (NL);https://www.youtube.com/watch?v=znpG27JtkG0;znpG27JtkG0;;8;14-09-2018
Loot Island (NL);https://www.youtube.com/watch?v=59eKkoB0WBw;59eKkoB0WBw;;6;14-09-2018
Paparazzoo (NL);https://www.youtube.com/watch?v=3bz8VHQrbro;3bz8VHQrbro;;7;18-07-2018
Roll Player (NL);https://www.youtube.com/watch?v=rUjTnE-chqc;rUjTnE-chqc;;7;10-09-2018
Ilôs (NL);https://www.youtube.com/watch?v=bVz8E9HgDns;bVz8E9HgDns;;7;07-09-2018
The Fox in the Forest (NL);https://www.youtube.com/watch?v=VUhvww-XrGc;VUhvww-XrGc;;;07-09-2018
Zoomaka (NL);https://www.youtube.com/watch?v=1gw82KJPdcA;1gw82KJPdcA;;7;05-09-2018
Ganz Schon Clever (NL);https://www.youtube.com/watch?v=t-YDzxQfvVc;t-YDzxQfvVc;;9;05-09-2018
Roll to the Top (NL);https://www.youtube.com/watch?v=G7b5c-62tE4;G7b5c-62tE4;;7;29-08-2018
Origami (NL);https://www.youtube.com/watch?v=C_rMqXA25aY;C_rMqXA25aY;;;28-08-2018
Dr. Eureka (NL);https://www.youtube.com/watch?v=t4NKPKm1yh4;t4NKPKm1yh4;;7;27-08-2018
Cat Stax (NL);https://www.youtube.com/watch?v=u82RhW9wodw;u82RhW9wodw;;5;27-08-2018
Food Chain Magnate (NL);https://www.youtube.com/watch?v=vqctuJS9T4A;vqctuJS9T4A;;7;26-08-2018
Courtier (NL);https://www.youtube.com/watch?v=h5A_br_pako;h5A_br_pako;;;24-08-2018
Dwar7s Fall: Empires Expansion (NL);https://www.youtube.com/watch?v=yiVcZK7GRjE;yiVcZK7GRjE;;7;23-08-2018
Raiatea (EN);https://www.youtube.com/watch?v=uwo1WGdzmnk;uwo1WGdzmnk;;;23-08-2018
Raiatea (NL);https://www.youtube.com/watch?v=FM3mkVbP5oE;FM3mkVbP5oE;;8;22-08-2018
Egizia (NL);https://www.youtube.com/watch?v=xbApsVYQeRk;xbApsVYQeRk;;8;22-08-2018
Arkham Horror - The Card Game (NL);https://www.youtube.com/watch?v=i668yX1ljmA;i668yX1ljmA;;7;22-08-2018
Kolonisten van Catan: Game of Thrones (NL);https://www.youtube.com/watch?v=CiNOxqi0cR0;CiNOxqi0cR0;;8;13-08-2018
Best Treehouse Ever (NL);https://www.youtube.com/watch?v=XZvcnHpHQ6g;XZvcnHpHQ6g;;7;11-08-2018
Jatten (NL);https://www.youtube.com/watch?v=P2VQ1FwUQZ8;P2VQ1FwUQZ8;;;09-08-2018
Game of Trains (NL);https://www.youtube.com/watch?v=y-OBvUSQvTk;y-OBvUSQvTk;;;08-08-2018
Via Stracciatella (NL);https://www.youtube.com/watch?v=DP2xA7E1KLI;DP2xA7E1KLI;;7;08-08-2018
New Angeles (NL);https://www.youtube.com/watch?v=-EvbV91fmpY;-EvbV91fmpY;;8;05-08-2018
Legion of Honor (NL);https://www.youtube.com/watch?v=Ncz1r65rEyA;Ncz1r65rEyA;;6;02-08-2018
Atmosfear: Het DVD Borspel (NL);https://www.youtube.com/watch?v=hSxlzRf4PDE;hSxlzRf4PDE;;;30-07-2018
Steamrollers (NL);https://www.youtube.com/watch?v=H3-pqdaVZ7A;H3-pqdaVZ7A;;3;26-07-2018
Magic The Gathering – Arena of the Planeswalkers (NL);https://www.youtube.com/watch?v=0--SaOxrPPc;0--SaOxrPPc;;3;25-07-2018
Carson City: The Card Game (NL);https://www.youtube.com/watch?v=RQob8UkkBb8;RQob8UkkBb8;;8;25-07-2018
Race to the New Found Land (NL);https://www.youtube.com/watch?v=BJJZrpKT56w;BJJZrpKT56w;;8;25-07-2018
Cat'astrophes (NL);https://www.youtube.com/watch?v=b6wsOIHSBZY;b6wsOIHSBZY;;6;23-07-2018
Dice Forge (NL);https://www.youtube.com/watch?v=gNbarDSKDBI;gNbarDSKDBI;;6;23-07-2018
Heroes of Normandie (NL);https://www.youtube.com/watch?v=bsV-R-Y8lTE;bsV-R-Y8lTE;2;4;19-07-2018
Tournay (NL);https://www.youtube.com/watch?v=lHjiFPgD_L4;lHjiFPgD_L4;;6;18-07-2018
Legendary Creatures (NL);https://www.youtube.com/watch?v=2NS1NWpXL0M;2NS1NWpXL0M;;6;16-07-2018
Sentinels of the Multiverse (NL);https://www.youtube.com/watch?v=xZOPejfrmwE;xZOPejfrmwE;;10;14-07-2018
Checkpoint Charlie (NL);https://www.youtube.com/watch?v=qmsVoXjJ_-U;qmsVoXjJ_-U;;8;13-07-2018
Dungeon Raiders (NL);https://www.youtube.com/watch?v=RV6MNosMhSw;RV6MNosMhSw;;8;12-07-2018
Car Clash (NL);https://www.youtube.com/watch?v=FbSjVosX4AU;FbSjVosX4AU;;5;11-07-2018
Gretchinz! (NL);https://www.youtube.com/watch?v=Q9SDnHrBD2I;Q9SDnHrBD2I;;;11-07-2018
"Dwar7s ""Fall"" (NL)";https://www.youtube.com/watch?v=SJ1zjuXQvKE;SJ1zjuXQvKE;;8;11-07-2018
Pandemic Legacy - Season 2 (NL);https://www.youtube.com/watch?v=8qbEafflrMQ;8qbEafflrMQ;2;4;10-07-2018
MS Batory (NL);https://www.youtube.com/watch?v=a6__kVI-UUk;a6__kVI-UUk;;;09-07-2018
Heroes of Land, Air & Sea (NL);https://www.youtube.com/watch?v=Es0_hiiE_cA;Es0_hiiE_cA;;8;09-07-2018
Pyramidion NL);https://www.youtube.com/watch?v=HBMNmkMbRh0;HBMNmkMbRh0;;7;06-07-2018
LOAD: League of Ancient Defenders (NL);https://www.youtube.com/watch?v=58EVAhzoVts;58EVAhzoVts;;2;04-07-2018
Emira (NL);https://www.youtube.com/watch?v=5BdqItz0f8M;5BdqItz0f8M;;6;03-07-2018
Krosmaster Junior (NL) - Spellenzolder Welpjes;https://www.youtube.com/watch?v=st_fNwmCLVM;st_fNwmCLVM;;7;02-07-2018
Mage Knight: Shades of Tezla (NL);https://www.youtube.com/watch?v=s8fTnKNFXG8;s8fTnKNFXG8;;;29-06-2018
The Networks (NL);https://www.youtube.com/watch?v=MxHOg8xaYsA;MxHOg8xaYsA;;8;27-06-2018
Boonanza: Het Dobbelspel (NL);https://www.youtube.com/watch?v=PJECBc8MSkg;PJECBc8MSkg;;;26-06-2018
De Weerwolven van Wakkerdam: Het Pact (NL);https://www.youtube.com/watch?v=jVRQNzL1L54;jVRQNzL1L54;;6;26-06-2018
Magic Maze Kids (NL) - Spellenzolder Welpjes;https://www.youtube.com/watch?v=lglk8JQvbwQ;lglk8JQvbwQ;;2;24-06-2018
Picnic (NL) - Spellenzolder Welpjes;https://www.youtube.com/watch?v=Ko_8SYipQAw;Ko_8SYipQAw;;;21-06-2018
The Legend of the Cherry Tree that Blossoms Every Ten Years (NL);https://www.youtube.com/watch?v=XH4oGcJeqDc;XH4oGcJeqDc;;;20-06-2018
Odin (NL);https://www.youtube.com/watch?v=WNpbSvdYTnQ;WNpbSvdYTnQ;;8;19-06-2018
The 7th Continent NL;https://www.youtube.com/watch?v=spooPDG9DN4;spooPDG9DN4;;;19-06-2018
Kang (NL);https://www.youtube.com/watch?v=gWlBIFHiz0w;gWlBIFHiz0w;;5;18-06-2018
Holmes: Sherlock & Mycroft (NL);https://www.youtube.com/watch?v=hULbUCMbcak;hULbUCMbcak;;8;18-06-2018
Princess Legend (NL);https://www.youtube.com/watch?v=AKPhQqRt6F4;AKPhQqRt6F4;;2;15-06-2018
Fast Food Fear (NL);https://www.youtube.com/watch?v=RLndTkI2uNI;RLndTkI2uNI;;7;14-06-2018
"Lost in Time: ""Cops vs Robbers"" variant (NL)";https://www.youtube.com/watch?v=BW1X_U_2kNM;BW1X_U_2kNM;;4;14-06-2018
Fog of Love (NL);https://www.youtube.com/watch?v=8gO2j_7fF8E;8gO2j_7fF8E;;8;13-06-2018
Sundae Split (NL);https://www.youtube.com/watch?v=xPN1WQDIbLQ;xPN1WQDIbLQ;;;12-06-2018
Solar City (NL);https://www.youtube.com/watch?v=BFlKLaiAebY;BFlKLaiAebY;;;11-06-2018
Runewars - Banners of War (NL);https://www.youtube.com/watch?v=c6d2CaCtgCM;c6d2CaCtgCM;;8;07-06-2018
Abyss: Leviathan (NL);https://www.youtube.com/watch?v=5dDduhnql7k;5dDduhnql7k;;8;06-06-2018
Penny Papers Adventures (NL);https://www.youtube.com/watch?v=2lAsIcpsWCA;2lAsIcpsWCA;;7;06-06-2018
"""Spot Nox op Zomerspel"" Uitslag";https://www.youtube.com/watch?v=5GFpTC6_2WQ;5GFpTC6_2WQ;;;04-06-2018
Beleef het Zomerspel 2018;https://www.youtube.com/watch?v=xjwylNT59uY;xjwylNT59uY;;;30-05-2018
M.U.L.E. The Board Game (NL);https://www.youtube.com/watch?v=Mvw1i-Nk3UU;Mvw1i-Nk3UU;;6;25-05-2018
Itchy Monkey - Battle of the Lice (NL);https://www.youtube.com/watch?v=z_5FtrV9rik;z_5FtrV9rik;;8;20-05-2018
"""Spot Nox op Zomerspel"" 2018 Wedstrijd";https://www.youtube.com/watch?v=AFIKTUcR0wI;AFIKTUcR0wI;;8;21-05-2018
Charterstone (NL);https://www.youtube.com/watch?v=FQKTH_qOdrQ;FQKTH_qOdrQ;;6;18-05-2018
Urban Panic (NL);https://www.youtube.com/watch?v=gl9mCQPJl68;gl9mCQPJl68;;;12-05-2018
Zomerspel 2018 Teaser;https://www.youtube.com/watch?v=aUfzaQuKNvs;aUfzaQuKNvs;;;10-05-2018
Lords of Hellas (NL);https://www.youtube.com/watch?v=fZxtV39jmHs;fZxtV39jmHs;;9;05-05-2018
Noria (NL);https://www.youtube.com/watch?v=UosJt5IUG9s;UosJt5IUG9s;;6;05-05-2018
"Orleans: 2e Uitbreiding ""Handel & Intrige"" (NL)";https://www.youtube.com/watch?v=4ntq945SRrM;4ntq945SRrM;;8;04-05-2018
Stuffed Fables (NL);https://www.youtube.com/watch?v=oQYcAIiOqa8;oQYcAIiOqa8;;;03-05-2018
Figment ( NL) - Spellenzolder Welpjes;https://www.youtube.com/watch?v=th0xLGfTpyc;th0xLGfTpyc;;;03-05-2018
Castle Madness (NL);https://www.youtube.com/watch?v=4As8LDyez_M;4As8LDyez_M;;7;01-05-2018
Tiny Epic Western (NL);https://www.youtube.com/watch?v=oDOOlcnfeDE;oDOOlcnfeDE;;6;27-04-2018
You Gotta Be Kitten Me! (NL);https://www.youtube.com/watch?v=xzQfcbyfN8g;xzQfcbyfN8g;;;27-04-2018
Orleans - 1e Uitbreiding: Voorspoed & Belegering (NL);https://www.youtube.com/watch?v=xai8WI-LyqY;xai8WI-LyqY;;8;27-04-2018
Tiny Epic Quest (NL);https://www.youtube.com/watch?v=u0Zch1BI75Q;u0Zch1BI75Q;;2;26-04-2018
Op de Vlucht! (NL);https://www.youtube.com/watch?v=j6oIl6YPHEY;j6oIl6YPHEY;;;26-04-2018
SiegeStorm (NL);https://www.youtube.com/watch?v=FHYMDhITq9Y;FHYMDhITq9Y;;7;26-04-2018
Carcassonne: Amazone (NL);https://www.youtube.com/watch?v=RxT5_8TT96I;RxT5_8TT96I;;4;25-04-2018
Alien Artifacts: Discovery (NL);https://www.youtube.com/watch?v=9udm8r1fQNY;9udm8r1fQNY;;6;25-04-2018
The Mind (NL);https://www.youtube.com/watch?v=IsfqGsXa-Bk;IsfqGsXa-Bk;;;25-04-2018
Ten Aanval! (NL);https://www.youtube.com/watch?v=_aw8EQzvt2A;_aw8EQzvt2A;;9;24-04-2018
Baby Cruise (NL);https://www.youtube.com/watch?v=ZpyzxdRQbTg;ZpyzxdRQbTg;;7;24-04-2018
Queendomino (NL);https://www.youtube.com/watch?v=byK9osQTSEs;byK9osQTSEs;;;24-04-2018
De Weerwolven van Wakkerdam: De Karakters (NL);https://www.youtube.com/watch?v=hXojbWkyqCc;hXojbWkyqCc;;;23-04-2018
Fox & Chicken (NL);https://www.youtube.com/watch?v=NtWDGjrcxOw;NtWDGjrcxOw;;4;23-04-2018
Stop Thief! (NL);https://www.youtube.com/watch?v=uQ4MOrbgq-4;uQ4MOrbgq-4;;7;23-04-2018
Dino Battle (NL) - Spellenzolder Welpjes;https://www.youtube.com/watch?v=xr2fT6wAv_Q;xr2fT6wAv_Q;;5;20-04-2018
Lisboa (NL);https://www.youtube.com/watch?v=8I1GlKwbl64;8I1GlKwbl64;;2;20-04-2018
Bethel Woods (NL);https://www.youtube.com/watch?v=7xr32sUA1z4;7xr32sUA1z4;;8;19-04-2018
The Grimm Forest (NL);https://www.youtube.com/watch?v=OxGO4geSXsc;OxGO4geSXsc;;2;15-04-2018
Zuiderfruit (NL);https://www.youtube.com/watch?v=J6KTH7olX50;J6KTH7olX50;;3;14-04-2018
Gaia Project (NL);https://www.youtube.com/watch?v=T-kIYv032yI;T-kIYv032yI;;8;13-04-2018
MrGuba (NL);https://www.youtube.com/watch?v=i2uamjZVdWM;i2uamjZVdWM;;6;13-04-2018
Road Hog: Rule the Road (NL);https://www.youtube.com/watch?v=39GILlAI3oM;39GILlAI3oM;;7;12-04-2018
